game,date,time,field,bracket,ROUND,team,SCORE
299,4/1/13,6:30 PM,ST Wilson Park CYL,U15B,1,ST,
299,4/1/13,6:30 PM,ST Wilson Park CYL,U15B,1,ABG,
438,4/1/13,6:30 PM,UNV Patton MS 17,U13B,1,UNV,
438,4/1/13,6:30 PM,UNV Patton MS 17,U13B,1,WB2,
304,4/1/13,6:30 PM,WC Kelly Field,U15B,1,WC2,
304,4/1/13,6:30 PM,WC Kelly Field,U15B,1,ASH,
62,4/2/13,6:30 PM,ABG Huntingdon Lower S,U13A,1,ABG,
62,4/2/13,6:30 PM,ABG Huntingdon Lower S,U13A,1,CVL,
411,4/2/13,6:30 PM,AVG Avon Grove HS 1,U13B,1,AVG1,
411,4/2/13,6:30 PM,AVG Avon Grove HS 1,U13B,1,WC2,
372,4/2/13,7:00 PM,COV OJR HS,U13B,1,COV2,
372,4/2/13,7:00 PM,COV OJR HS,U13B,1,ST2,
193,4/2/13,6:30 PM,CVL Warrior Field,U13C,1,CVL,
193,4/2/13,6:30 PM,CVL Warrior Field,U13C,1,ABG,
248,4/2/13,6:30 PM,GV Great Valley HS,U13C,1,GV,
248,4/2/13,6:30 PM,GV Great Valley HS,U13C,1,KEN,
430,4/2/13,6:30 PM,KEN Legacy Field B,U13B,1,KEN,
430,4/2/13,6:30 PM,KEN Legacy Field B,U13B,1,WC4,
110,4/2/13,6:30 PM,LV Hoeffecker,U13A,1,LV,
110,4/2/13,6:30 PM,LV Hoeffecker,U13A,1,BYC,
401,4/2/13,6:30 PM,LV Lionville MS,U13B,1,LV2,
401,4/2/13,6:30 PM,LV Lionville MS,U13B,1,LV1,
242,4/2/13,6:30 PM,LV Pine Creek 2,U13C,1,LV2,
242,4/2/13,6:30 PM,LV Pine Creek 2,U13C,1,AVG2,
361,4/2/13,6:30 PM,PHX PMYC,U13B,1,PHX,
361,4/2/13,6:30 PM,PHX PMYC,U13B,1,COV1,
389,4/2/13,6:30 PM,ST TE Middle Sch 2,U13B,1,ST1,
389,4/2/13,6:30 PM,ST TE Middle Sch 2,U13B,1,ASH,
105,4/2/13,6:30 PM,ST Wilson Park CYL,U13A,1,ST,
105,4/2/13,6:30 PM,ST Wilson Park CYL,U13A,1,AVG,
113,4/2/13,6:30 PM,UNV Upland Country DS,U13A,1,UNV1,
