game,date,time,field,bracket,ROUND,team,SCORE
59,4/12/12,6:30 PM,ABG Huntingdon Upper,U15A,1,ABG,
59,4/12/12,6:30 PM,ABG Huntingdon Upper,U15A,1,GV,
51,4/12/12,6:30 PM,BYC Garnet Valley MS,U15A,1,BYC,
51,4/12/12,6:30 PM,BYC Garnet Valley MS,U15A,1,WC,
56,4/12/12,6:30 PM,COV Batdorf Park,U15A,1,COV,
56,4/12/12,6:30 PM,COV Batdorf Park,U15A,1,CVL,
263,4/12/12,7:00 PM,COV OJR HS,U15B,1,COV,
263,4/12/12,7:00 PM,COV OJR HS,U15B,2,KEN,
298,4/12/12,6:30 PM,LV Pine Creek,U15B,1,LV2,
298,4/12/12,6:30 PM,LV Pine Creek,U15B,2,ST,
274,4/12/12,6:30 PM,PHX PMYC,U15B,1,PHX,
274,4/12/12,6:30 PM,PHX PMYC,U15B,2,AVG,
302,4/12/12,6:30 PM,UNV Upland Country DS,U15B,2,UNV,
302,4/12/12,6:30 PM,UNV Upland Country DS,U15B,1,LV1,
38,4/12/12,6:30 PM,WB Downingtown MS,U15A,1,WB,
38,4/12/12,6:30 PM,WB Downingtown MS,U15A,1,ST,
291,4/12/12,6:30 PM,WB Embreeville,U15B,1,WB,
291,4/12/12,6:30 PM,WB Embreeville,U15B,2,ASH,
531,4/13/12,6:30 PM,AVG Harmony Park,U11B,2,AVG1,
531,4/13/12,6:30 PM,AVG Harmony Park,U11B,2,WB,
550,4/13/12,6:30 PM,BYC Bethel Spr ES 12,U11B,1,BYC1,
550,4/13/12,6:30 PM,BYC Bethel Spr ES 12,U11B,1,AVG3,
455,4/13/12,6:30 PM,CVL Warrior Field,U11B,2,CVL1,
455,4/13/12,6:30 PM,CVL Warrior Field,U11B,1,CVL2,
154,4/13/12,6:30 PM,LV Eagleview 1,U11A,1,LV,
154,4/13/12,6:30 PM,LV Eagleview 1,U11A,2,CVL,
504,4/13/12,6:30 PM,LV Eagleview 2,U11B,2,LV3,
504,4/13/12,6:30 PM,LV Eagleview 2,U11B,2,ASH,
123,4/13/12,6:30 PM,ST Wilson Park CYL,U13A,2,ST2,
123,4/13/12,6:30 PM,ST Wilson Park CYL,U13A,2,LV1,
546,4/13/12,6:30 PM,UNV Patton MS 17,U11B,2,UNV2,
546,4/13/12,6:30 PM,UNV Patton MS 17,U11B,2,BYC3,
350,4/14/12,10:00 AM,ABG Huntingdon Upper,U13B,2,ABG,
350,4/14/12,10:00 AM,ABG Huntingdon Upper,U13B,3,PHX,
101,4/14/12,10:00 AM,AVG Avon Grove HS,U13A,2,AVG,
101,4/14/12,10:00 AM,AVG Avon Grove HS,U13A,2,ASH,
433,4/14/12,12:00 PM,AVG Avon Grove HS,U13B,2,AVG2,
433,4/14/12,12:00 PM,AVG Avon Grove HS,U13B,3,GV,
555,4/14/12,2:00 PM,AVG Avon Grove HS,U11B,3,AVG1,
555,4/14/12,2:00 PM,AVG Avon Grove HS,U11B,2,BYC2,
214,4/14/12,10:00 AM,AVG Harmony Park,U13C,2,AVG,
214,4/14/12,10:00 AM,AVG Harmony Park,U13C,1,ABG,
194,4/14/12,12:00 PM,AVG Harmony Park,U11A,1,AVG,
194,4/14/12,12:00 PM,AVG Harmony Park,U11A,2,ST,
285,4/14/12,2:00 PM,AVG Harmony Park,U15B,3,AVG,
285,4/14/12,2:00 PM,AVG Harmony Park,U15B,3,ASH,
164,4/14/12,2:00 PM,BYC Bethel Spr ES 12,U11A,1,BYC,
164,4/14/12,2:00 PM,BYC Bethel Spr ES 12,U11A,1,ABG,
251,4/14/12,10:00 AM,CVL Mt Kirk,U15B,2,CVL,
251,4/14/12,10:00 AM,CVL Mt Kirk,U15B,2,COV,
