Club ID,Date,Start,Finish,Team,Facility,Type,Opponent,Note,N/A,For,Against,DB ID,Ofcl,Write Up
,4/11/15,9:15 AM,10:30 AM,>MBGLL Rec>South>U13>Intermediate>Quincy U13,Harvard U. Field 1,Game,>MBGLL Rec>MetroNorth>U13>High Intermediate>Lexington U13 Blue,,,,,2844882,,
,4/11/15,9:15 AM,10:30 AM,>MBGLL Rec>North>U13>Intermediate>Melrose U13 Red,Harvard U. Field 3,Game,>MBGLL Rec>North>U13>High Intermediate>Charlestown U13,,,,,2844888,,
,4/11/15,10:30 AM,11:45 AM,>MBGLL Rec>South>U13>Advanced>Marthas Vineyard U13,Harvard U. Field 1,Game,>MBGLL Rec>MetroWest South>U13>Advanced>King Philip U13 ,,,,,2844894,,
,4/11/15,10:30 AM,11:45 AM,>MBGLL Rec>MetroNorth>U15>High Intermediate>Dracut U15G Carolina,Harvard U. Field 2,Game,>MBGLL Rec>MetroWest South>U15>Intermediate>Sharon U15,,,,,2844897,,
,4/11/15,10:30 AM,11:45 AM,>MBGLL Rec>MetroNorth>U15>High Intermediate>Lexington U15 Blue,Harvard U. Field 3,Game,>MBGLL Rec>North>U15>High Intermediate>Melrose U15,,,,,2844901,,
,4/11/15,11:45 AM,1:00 PM,>MBGLL Rec>South>U15>Advanced>Falmouth U15,Harvard U. Field 1,Game,>MBGLL Rec>North>U15>Beginner>Medford U15,,,,,2844905,,
,4/11/15,11:45 AM,1:00 PM,>MBGLL Rec>MetroWest South>U15>Advanced>King Philip U15 Green,Harvard U. Field 2,Game,>MBGLL Rec>South>U15>Advanced>Marthas Vineyard U15,,,,,2844908,,
,4/11/15,11:45 AM,1:00 PM,>MBGLL Rec>North>U15>High Intermediate>Charlestown U15,Harvard U. Field 3,Game,>MBGLL Rec>South>U15>Intermediate>Quincy U15,,,,,2844912,,
,,,,,,,,,,,,,,
