Schedule_Name - FIELD GRID DRAFT (with match-ups) - 2015-05-28 23:56:15.534323
(This grid is for general scheduling purposes and may be subject to change.)
,,Place 1,,,,,,,,,Place 2,,,,,,,,Place 3,,,,,,,Place 4,,
Time,,Field #1,Field #2,Field #3,Field #4,Field #5,Field #6,Field #7,Field #8,Field #9,Field #10,Field #11,Field #12,Field #13,Field #14,Field #15,Field #16,Field #17,Field #18,Field #19,Field #20,Field #21,Field #22,Field #23,Field #24,Field #25,Field #26,Field #27,Byes
11:10:00 H,,6-2-A (2nd Place),6-1-C (3rd Place),6-1-E (5th Place),6-1-B (2nd Place),6-2-D (5th Place),14-2-A (1st Place),14-2-B (3rd Place),14-1-A (1st Place),14-1-B (2nd Place),4-2-A (1st Place),4-2-B (3rd Place),4-1-B (2nd Place),4-1-A (1st Place),,,,,,,,,,,,20-1-A (3rd Place),20-1-C (6th Place),20-1-B (4th Place),,U11B-1-3,U15B-2 & 3-1,,,U11B-2-1,U11B-2-1,U11B-2-1,U11B-2-1,U11B-2-1,U15A-2-2,U15A-2-2,U15A-2-1,U15A-2-1,U11A-1-2,U11A-1-2,U11A-1-1,U11A-1-1,,,,,,,,,,,,VARB-1-1,VARB-1-1,VARB-1-1,,U11B-1-3,U15B-2 & 3-1
11:10:00 A,,6-1-A (1st Place),6-2-C (3rd Place),6-2-E (4th Place),6-2-B (1st Place),6-1-D (4th Place),14-2-A (4th Place),14-2-B (2nd Place),14-1-A (4th Place),14-1-B (3rd Place),4-2-A (4th Place),4-2-B (2nd Place),4-1-B (3rd Place),4-1-A (4th Place),,,,,,,,,,,,20-1-A (1st Place),20-1-C (5th Place),20-1-B (2nd Place),,U11B-1-4,U15B-4-1,,,U11B-2-1,U11B-2-1,U11B-2-1,U11B-2-1,U11B-2-1,U15A-2-2,U15A-2-2,U15A-2-1,U15A-2-1,U11A-1-2,U11A-1-2,U11A-1-1,U11A-1-1,,,,,,,,,,,,VARB-1-1,VARB-1-1,VARB-1-1,,U11B-1-4,U15B-4-1
12:00:00 H,,12-2-E (Winner),12-1-A (Winner),12-1-C (Winner),12-2-E (Loser),12-1-A (Loser),15-2-B (Loser),15-2-A (Winner),15-1-A (Loser),15-1-B (Winner),7-2-B (Winner),7-2-B (Loser),7-1-A (Loser),7-1-B (Winner),5-4-A (Loser),5-4-B (Winner),5-3-A (Winner),5-3-A (Loser),,,,,,,,21-1-B (Winner),21-1-A (Loser),21-1-C (Loser),,U11B-2-1,U15B-4-2,,,U13B-3 & 4-1,U13B-3 & 4-1,U13B-3 & 4-1,U13B-3 & 4-1,U13B-3 & 4-1,U15AA-1-2,U15AA-1-2,U15AA-1-1,U15AA-1-1,U13A-1-2,U13A-1-2,U13A-1-1,U13A-1-1,U11B-1-4,U11B-1-4,U11B-1-3,U11B-1-3,,,,,,,,VARB-2-1,VARB-2-1,VARB-2-1,,U11B-2-1,U15B-4-2
12:00:00 A,,12-1-C (Loser),12-2-B (Winner),12-2-D (Winner),12-1-D (Loser),12-2-B (Loser),15-2-A (Loser),15-2-B (Winner),15-1-B (Loser),15-1-A (Winner),7-2-A (Winner),7-2-A (Loser),7-1-B (Loser),7-1-A (Winner),5-4-B (Loser),5-4-A (Winner),5-3-B (Winner),5-3-B (Loser),,,,,,,,21-1-A (Winner),21-1-C (Winner),21-1-B (Loser),,U11B-2-2,U9-1-1,,,U13B-3 & 4-1,U13B-3 & 4-1,U13B-3 & 4-1,U13B-3 & 4-1,U13B-3 & 4-1,U15AA-1-2,U15AA-1-2,U15AA-1-1,U15AA-1-1,U13A-1-2,U13A-1-2,U13A-1-1,U13A-1-1,U11B-1-4,U11B-1-4,U11B-1-3,U11B-1-3,,,,,,,,VARB-2-1,VARB-2-1,VARB-2-1,,U11B-2-2,U9-1-1
12:50:00 H,,6-1-D (Loser),6-1-C (Loser),6-1-A (Loser),6-2-B (Winner),6-2-D (Winner),14-2-B (Winner),14-2-A (Loser),14-1-A (Winner),14-1-A (Loser),4-2-B (Winner),4-2-A (Loser),4-1-B (Loser),4-1-B (Winner),,,,,,,,,,,,20-1-C (Loser),20-1-C (Winner),20-1-B (Winner),,U13A-1-1,U9-1-2,,,U11B-2-1,U11B-2-1,U11B-2-1,U11B-2-1,U11B-2-1,U15A-2-2,U15A-2-2,U15A-2-1,U15A-2-1,U11A-1-2,U11A-1-2,U11A-1-1,U11A-1-1,,,,,,,,,,,,VARB-1-1,VARB-1-1,VARB-1-1,,U13A-1-1,U9-1-2
12:50:00 A,,6-2-E (Loser),6-2-E (Winner),6-2-B (Loser),6-1-A (Winner),6-1-C (Winner),14-2-A (Winner),14-2-B (Loser),14-1-B (Winner),14-1-B (Loser),4-2-A (Winner),4-2-B (Loser),4-1-A (Loser),4-1-A (Winner),,,,,,,,,,,,20-1-B (Loser),20-1-A (Loser),20-1-A (Winner),,U13A-1-2,VARA-1 & 2-1,,,U11B-2-1,U11B-2-1,U11B-2-1,U11B-2-1,U11B-2-1,U15A-2-2,U15A-2-2,U15A-2-1,U15A-2-1,U11A-1-2,U11A-1-2,U11A-1-1,U11A-1-1,,,,,,,,,,,,VARB-1-1,VARB-1-1,VARB-1-1,,U13A-1-2,VARA-1 & 2-1
13:40:00 H,,5-2-E (4th Place),5-2-A (2nd Place),5-2-D (5th Place),5-2-B (1st Place),5-1-C (3rd Place),11-2-A (1st Place),11-2-B (2nd Place),11-1-A (1st Place),11-1-B (2nd Place),,,,,,,,,,,,,,,,16-1-A (1st Place),16-1-C (5th Place),16-1-B (4th Place),,U13A-2-1,VARA-1 & 2-2,,,U11B-1-1,U11B-1-1,U11B-1-1,U11B-1-1,U11B-1-1,U13B-2-2,U13B-2-2,U13B-2-1,U13B-2-1,,,,,,,,,,,,,,,,U15B-2 & 3-1,U15B-2 & 3-1,U15B-2 & 3-1,,U13A-2-1,VARA-1 & 2-2
13:40:00 A,,5-1-E (5th Place),5-1-A (1st Place),5-1-D (4th Place),5-1-B (2nd Place),5-2-C (3rd Place),11-2-A (4th Place),11-2-B (3rd Place),11-1-A (4th Place),11-1-B (3rd Place),,,,,,,,,,,,,,,,16-1-A (3rd Place),16-1-C (6th Place),16-1-B (2nd Place),,U13A-2-2,VARB-1-1,,,U11B-1-1,U11B-1-1,U11B-1-1,U11B-1-1,U11B-1-1,U13B-2-2,U13B-2-2,U13B-2-1,U13B-2-1,,,,,,,,,,,,,,,,U15B-2 & 3-1,U15B-2 & 3-1,U15B-2 & 3-1,,U13A-2-2,VARB-1-1
14:30:00 H,,3-2-B (1st Place),3-2-C (3rd Place),3-1-E (5th Place),3-2-A (2nd Place),3-1-D (4th Place),10-2-B (2nd Place),10-2-A (4th Place),10-1-B (3rd Place),10-1-A (1st Place),,,,,,,,,,,,,,,,1-2-C (6th Place),1-2-A (1st Place),1-2-B (4th Place),,U13AA-5-1,VARB-2-1,,,JVB-2-1,JVB-2-1,JVB-2-1,JVB-2-1,JVB-2-1,U13B-1-2,U13B-1-2,U13B-1-1,U13B-1-1,,,,,,,,,,,,,,,,JVA-1 & 2-2,JVA-1 & 2-2,JVA-1 & 2-2,,U13AA-5-1,VARB-2-1
14:30:00 A,,3-1-B (2nd Place),3-1-C (3rd Place),3-2-E (4th Place),3-1-A (1st Place),3-2-D (5th Place),10-2-B (3rd Place),10-2-A (1st Place),10-1-B (2nd Place),10-1-A (4th Place),,,,,,,,,,,,,,,,1-2-C (5th Place),1-2-A (3rd Place),1-2-B (2nd Place),,U13AA-5-2,VARB-3 & 4-1,,,JVB-2-1,JVB-2-1,JVB-2-1,JVB-2-1,JVB-2-1,U13B-1-2,U13B-1-2,U13B-1-1,U13B-1-1,,,,,,,,,,,,,,,,JVA-1 & 2-2,JVA-1 & 2-2,JVA-1 & 2-2,,U13AA-5-2,VARB-3 & 4-1
15:20:00 H,,5-2-E (Loser),5-2-B (Loser),5-1-C (Loser),5-1-A (Winner),5-2-D (Winner),11-2-B (Loser),11-2-B (Winner),11-1-A (Loser),11-1-A (Winner),,,,,,,,,,,,,,,,16-1-B (Winner),16-1-C (Loser),16-1-C (Winner),,U13B-1-1,VARB-3 & 4-2,,,U11B-1-1,U11B-1-1,U11B-1-1,U11B-1-1,U11B-1-1,U13B-2-2,U13B-2-2,U13B-2-1,U13B-2-1,,,,,,,,,,,,,,,,U15B-2 & 3-1,U15B-2 & 3-1,U15B-2 & 3-1,,U13B-1-1,VARB-3 & 4-2
15:20:00 A,,5-1-D (Loser),5-1-A (Loser),5-2-E (Winner),5-2-B (Winner),5-1-C (Winner),11-2-A (Loser),11-2-A (Winner),11-1-B (Loser),11-1-B (Winner),,,,,,,,,,,,,,,,16-1-A (Winner),16-1-B (Loser),16-1-A (Loser),,U13B-1-2,,,,U11B-1-1,U11B-1-1,U11B-1-1,U11B-1-1,U11B-1-1,U13B-2-2,U13B-2-2,U13B-2-1,U13B-2-1,,,,,,,,,,,,,,,,U15B-2 & 3-1,U15B-2 & 3-1,U15B-2 & 3-1,,U13B-1-2,
16:10:00 H,,3-1-A (Loser),3-2-E (Loser),3-2-D (Winner),3-2-E (Winner),3-2-B (Winner),10-2-A (Winner),10-2-B (Loser),10-1-B (Winner),10-1-A (Loser),,,,,,,,,,,,,,,,1-2-C (Winner),1-2-B (Winner),1-2-C (Loser),,U13B-2-1,,,,JVB-2-1,JVB-2-1,JVB-2-1,JVB-2-1,JVB-2-1,U13B-1-2,U13B-1-2,U13B-1-1,U13B-1-1,,,,,,,,,,,,,,,,JVA-1 & 2-2,JVA-1 & 2-2,JVA-1 & 2-2,,U13B-2-1,
16:10:00 A,,3-2-B (Loser),3-1-D (Loser),3-1-C (Winner),3-1-C (Loser),3-1-A (Winner),10-2-B (Winner),10-2-A (Loser),10-1-A (Winner),10-1-B (Loser),,,,,,,,,,,,,,,,1-2-A (Loser),1-2-A (Winner),1-2-B (Loser),,U13B-2-2,,,,JVB-2-1,JVB-2-1,JVB-2-1,JVB-2-1,JVB-2-1,U13B-1-2,U13B-1-2,U13B-1-1,U13B-1-1,,,,,,,,,,,,,,,,JVA-1 & 2-2,JVA-1 & 2-2,JVA-1 & 2-2,,U13B-2-2,

