Liberty 2015 - FIELD GRID DRAFT (with match-ups) - 2015-05-31 21:01:31.457074
(This grid is for general scheduling purposes and may be subject to change.)
Day One,,Saturday,,,,,,,
Time,,Field #1,Field #2,Field #3,Field #4,Field #5,Field #6,Field #7,Field #8,Byes
12:10:00 A,,COATESVILLE RED RAIDERS (PA),BLAZE U 11 (PA),BYC U11B (PA),VIPER 3 (NY),CYLAX HOUSE (PA),CYLAX TRAVEL C (PA),,,,,,,Boys U11B-2,Boys U11B-2,Boys U11B-2,Boys U11B-1,Boys U11B-1,Boys U11B-1,,,,
01:00:00 H,,A - Pool 1 (2nd),,A - Pool 1 (1st),,A - Pool 1 (2nd),,A - Pool 1 (2nd),,,,,,Boys U15B-1,,Boys U15A-1,,Boys Club 2020A-1,,Boys Club 2019A-1,,,
01:00:00 A,,A - Pool 1 (1st),,A - Pool 1 (2nd),,A - Pool 1 (1st),,A - Pool 1 (1st),,,,,,Boys U15B-1,,Boys U15A-1,,Boys Club 2020A-1,,Boys Club 2019A-1,,,
01:50:00 H,,,,,B - Pool 1 (2nd),A - Pool 2 (2nd),,,,,,,,,,,Boys U11B-1,Boys U11B-1,,,,,
01:50:00 A,,,,,B - Pool 2 (1st),A - Pool 1 (1st),,,,,,,,,,,Boys U11B-1,Boys U11B-1,,,,,
02:40:00 H,,,,,,,,,,,Boys Club 2019A-1,,,,,,,,,,,,Boys Club 2019A-1
02:40:00 A,,,,,,,,,,,Boys Club 2020A-1,,,,,,,,,,,,Boys Club 2020A-1
03:30:00 H,,,,,Game A (Winner),,,,,,Boys U11A-1,,,,,,Boys U11B-1,,,,,,Boys U11A-1
03:30:00 A,,,,,Game B (Winner),,,,,,Boys U11A-2,,,,,,Boys U11B-1,,,,,,Boys U11A-2
04:20:00 H,,CHOSEN (PA),MAD DOGS (PA),UNIONVILLE BLUE (PA),COUGAR ELITE (NJ),VIPER LUZZI (NY),RIDGE FUTURES WHITE (NJ),,,,Boys U11B-1,,,Boys U11A-2,Boys U11A-2,Boys U11A-2,Boys U11A-1,Boys U11A-1,Boys U11A-1,,,,Boys U11B-1
