Game,Date,Time,Field,Bracket,Round,Team,Game Score,Sportsmanship Rating,Sportsmanship Notes,Ref Rating,Ref Rating Notes,EH ID
126,07/20/2013,12:10 PM,18,U9,3,MUCKDAWGS (PA),0,4,,,,35320
127,07/20/2013,12:10 PM,19,U9,3,COLLEGEVILLE CHOSEN (PA),5,5,,,,35321
127,07/20/2013,12:10 PM,19,U9,3,ROCK'EM LACROSSE (PA),7,5,,,,35322
128,07/20/2013,12:10 PM,20,U9,3,BAGGATAWAY LC U9 (PA),9,5,,,,35323
128,07/20/2013,12:10 PM,20,U9,3,PEG LEG LACROSSE (PA),4,5,,,,35324
129,07/20/2013,12:10 PM,21,U9,3,CAROLINA CANNONS (NC),13,5,,,,35325
129,07/20/2013,12:10 PM,21,U9,3,TOP SIDE SNIPERS (NY),4,5,,,,35326
130,07/20/2013,12:10 PM,22,VARB-1,3,TRUE PITTSBURGH 2015 (PA),5,5,,,,35327
130,07/20/2013,12:10 PM,22,VARB-1,3,BUCKS 2014 - RENAHAN (PA),7,5,,,,35328
131,07/20/2013,12:10 PM,23,VARB-1,3,BLACK DOG LEGACY (PA),11,5,,,,35329
131,07/20/2013,12:10 PM,23,VARB-1,3,BROTHERHOOD VARSITY (NJ),4,5,,,,35330
132,07/20/2013,12:10 PM,24,VARB-1,3,BLACK BEAR BLUE (PA),2,5,,,,35331
132,07/20/2013,12:10 PM,24,VARB-1,3,GREEN & GOLD VARSITY (NJ),12,5,,,,35332
133,07/20/2013,12:10 PM,25,U13B-3 & 4,3,LAX IN THE HAT (PA),0,5,,,,35333
133,07/20/2013,12:10 PM,25,U13B-3 & 4,3,TRUE PITTSBURGH U13 (PA),11,5,,,,35334
134,07/20/2013,12:10 PM,26,U13B-3 & 4,3,TRI-STATE U13 GREEN (NJ),8,5,,,,35335
134,07/20/2013,12:10 PM,26,U13B-3 & 4,3,NOVA WEST LACROSSE (VA),4,5,,,,35336
135,07/20/2013,12:10 PM,27,U13B-3 & 4,3,NJ DIESEL ELITE U13 (NJ),3,4,,,,35337
135,07/20/2013,12:10 PM,27,U13B-3 & 4,3,BLACK DOG LEGACY (PA),7,5,,,,35338
136,07/20/2013,01:00 PM,1,U15B-2 & 3,3,380 LACROSSE U-15 BLACK (PA),6,5,,,,35339
136,07/20/2013,01:00 PM,1,U15B-2 & 3,3,STEPS 2018 7TH GRADE (NJ),8,5,,,,35340
137,07/20/2013,01:00 PM,2,U15B-2 & 3,3,NJ DIESEL ELITE U15 (NJ),7,5,,,,35341
137,07/20/2013,01:00 PM,2,U15B-2 & 3,3,ROCK'EM LACROSSE (PA),4,5,,,,35342
138,07/20/2013,01:00 PM,3,U15B-2 & 3,3,LEADING EDGE SOUTH (NJ),6,5,,,,35343
138,07/20/2013,01:00 PM,3,U15B-2 & 3,3,TEAM 91 2017 NAVY (NY),6,5,,,,35344
139,07/20/2013,01:00 PM,4,U11B-1,3,TRI-STATE U11 GREEN (NJ),7,5,,,,35345
139,07/20/2013,01:00 PM,4,U11B-1,3,LV LIGHTNING (PA),5,5,,,,35346
140,07/20/2013,01:00 PM,5,U11B-1,3,BUCKS SELECT 2021-PARKER (PA),1,5,,,,35347
140,07/20/2013,01:00 PM,5,U11B-1,3,LOONEY'S 2021 ORANGE (MD),9,5,,,,35348
141,07/20/2013,01:00 PM,6,U11B-1,3,LAXZILLA (PA),4,5,,,,35349
141,07/20/2013,01:00 PM,6,U11B-1,3,LEHIGH VALLEY STEAM GOLD (PA),5,5,,,,35350
142,07/20/2013,01:00 PM,7,U11B-1,3,BLACK DOG LEGACY (PA),8,5,,,,35351
142,07/20/2013,01:00 PM,7,U11B-1,3,SF LITTLE HORNS (PA),7,5,,,,35352
143,07/20/2013,01:00 PM,8,U11B-1,3,HIGHLAND MILLS HAWKS (NY),4,5,,,,35353
143,07/20/2013,01:00 PM,8,U11B-1,3,MAKE-A-WISH (CT),6,5,,,,35354
144,07/20/2013,01:00 PM,9,U15AA,3,BBL ELITE 2017 BLACK (NJ),7,5,,,,35355
144,07/20/2013,01:00 PM,9,U15AA,3,NOVA WEST LACROSSE (VA),3,5,,,,35356
145,07/20/2013,01:00 PM,10,U15AA,3,HEADSTRONG WHITE (PA),5,5,,,,35357
145,07/20/2013,01:00 PM,10,U15AA,3,TRISTATE BLACK (NJ),6,5,,,,35358
146,07/20/2013,01:00 PM,11,U15AA,3,DUKES HHH (PA),8,5,,,,35359
146,07/20/2013,01:00 PM,11,U15AA,3,STEPS FUTURES 2017 (NJ),5,5,,,,35360
147,07/20/2013,01:00 PM,12,U15AA,3,LEADING EDGE 2017 (NJ),11,5,,,,35361
147,07/20/2013,01:00 PM,12,U15AA,3,WARD MELVILLE 2017 (NY),6,5,,,,35362
148,07/20/2013,01:00 PM,13,JVB-2,3,LV LIGHTNING SELECT WHITE (PA),1,5,,,,35363
148,07/20/2013,01:00 PM,13,JVB-2,3,TEAM SMITHTOWN (NY),6,4,,,,35364
149,07/20/2013,01:00 PM,14,JVB-2,3,SOUTH JERSEY UNITED (NJ),10,5,,,,35365
149,07/20/2013,01:00 PM,14,JVB-2,3,VA LAX TEAM RECON (VA),3,5,,,,35366
150,07/20/2013,01:00 PM,15,JVB-2,3,BUFFALO RISING FRESHMAN (NY),1,5,,,,35367
150,07/20/2013,01:00 PM,15,JVB-2,3,TEAM 91 2016 WHITE (NY),12,5,,,,35368
151,07/20/2013,01:00 PM,16,JVB-2,3,CBW WOLVERINES (PA),3,5,,,,35369
151,07/20/2013,01:00 PM,16,JVB-2,3,TRUE BLUE 2016 WHITE (NY),10,5,,,,35370
152,07/20/2013,01:00 PM,17,JVB-2,3,ROCK'EM LACROSSE (PA),7,1,,,,35371
152,07/20/2013,01:00 PM,17,JVB-2,3,BLACK DOG LEGACY (PA),3,4,,,,35372
153,07/20/2013,01:00 PM,18,VARA-1 & 2,3,2014 PHILA FREEDOM (PA),11,5,,,,35373
153,07/20/2013,01:00 PM,18,VARA-1 & 2,3,DIP N DUNK (NY),3,5,,,,35374
154,07/20/2013,01:00 PM,19,VARA-1 & 2,3,DIRTY BIRDS (GA),6,4,,,,35375
154,07/20/2013,01:00 PM,19,VARA-1 & 2,3,EMMAUS STING (PA),5,4,,,,35376
155,07/20/2013,01:00 PM,20,VARA-1 & 2,3,BALTIMORE CANNONS (MD),6,4,,,,35377
155,07/20/2013,01:00 PM,20,VARA-1 & 2,3,BLACK BEAR ORANGE (PA),7,4,,,,35378
156,07/20/2013,01:00 PM,21,VARA-1 & 2,3,CASH COWS ELITE (MI),10,5,,,,35379
156,07/20/2013,01:00 PM,21,VARA-1 & 2,3,LOW & AWAY U19 PREMIER (PA),9,5,,,,35380
157,07/20/2013,01:00 PM,22,VARA-1 & 2,3,MILITIA ELITE (VA),9,5,,,,35381
157,07/20/2013,01:00 PM,22,VARA-1 & 2,3,TRUE PITTSBURGH 2014 (PA),4,5,,,,35382
158,07/20/2013,01:00 PM,23,VARA-1 & 2,3,TAR HEEL LC (NC),9,5,,,,35383
158,07/20/2013,01:00 PM,23,VARA-1 & 2,3,TEAM TOTAL ELITE (MI),4,5,,,,35384
159,07/20/2013,01:00 PM,24,VARA-1 & 2,3,SF BIG HORNS (PA),2,5,,,,35385
159,07/20/2013,01:00 PM,24,VARA-1 & 2,3,QUAKE VARSITY GOLD (NJ),9,5,,,,35386
160,07/20/2013,01:00 PM,25,VARB-2,3,LEHIGH VALLEY STEAM (PA),7,5,,,,35387
160,07/20/2013,01:00 PM,25,VARB-2,3,GRIP-IT N' RIP-IT WHITE (NY),6,5,,,,35388
161,07/20/2013,01:00 PM,26,VARB-2,3,FCA GEORGIA (GA),12,5,,,,35389
161,07/20/2013,01:00 PM,26,VARB-2,3,BUCKS 2014/2015 - BRUEMMER (PA),1,5,,,,35390
162,07/20/2013,01:00 PM,27,VARB-2,3,ENDLESS LACROSSE CLUB (MD),8,5,,,,35391
162,07/20/2013,01:00 PM,27,VARB-2,3,HORNETS FUTURES (NJ),7,5,,,,35392
163,07/20/2013,01:50 PM,1,U13B-3 & 4,1,MUCKDAWGS (PA),0,5,,,,35393
163,07/20/2013,01:50 PM,1,U13B-3 & 4,1,TRI-STATE U13 WHITE (NJ),11,5,,,,35394
164,07/20/2013,01:50 PM,2,U13B-3 & 4,1,ROCK'EM LACROSSE (PA) 3,2,4,,,,35395
164,07/20/2013,01:50 PM,2,U13B-3 & 4,1,TEAM TURNPIKE EXIT 6 (NJ),8,4,,,,35396
165,07/20/2013,01:50 PM,3,U13B-3 & 4,1,TRI-STATE U13 GOLD (NJ),4,5,,,,35397
165,07/20/2013,01:50 PM,3,U13B-3 & 4,1,RISING SONS 2019 (PA),4,5,,,,35398
166,07/20/2013,01:50 PM,4,U13B-3 & 4,1,380 LACROSSE U-13 GREEN (PA),2,5,,,,35399
166,07/20/2013,01:50 PM,4,U13B-3 & 4,1,TOP SIDE SNIPERS 5/6 (NY),7,5,,,,35400
167,07/20/2013,01:50 PM,5,U11A,1,LV STEAM MAROON (PA),1,4,,,,35401
167,07/20/2013,01:50 PM,5,U11A,1,LOONEY'S 2020 ORANGE (MD),13,4,,,,35402
168,07/20/2013,01:50 PM,6,U11A,1,BUCKS SELECT 2020-GRAY (PA),5,1,,,,35403
168,07/20/2013,01:50 PM,6,U11A,1,TEAM TURNPIKE EXIT 5 (NJ),7,4,,,,35404
169,07/20/2013,01:50 PM,7,U11A,1,RISING SONS 2020 (PA),5,3,,,,35405
169,07/20/2013,01:50 PM,7,U11A,1,BURN 'EM LACROSSE (NY),0,5,,,,35406
170,07/20/2013,01:50 PM,8,U11A,1,STEPS FUTURES 2020 (NJ),3,5,,,,35407
170,07/20/2013,01:50 PM,8,U11A,1,TRI-STATE U11 BLACK (NJ),11,5,,,,35408
171,07/20/2013,01:50 PM,9,U15A-1,1,BAGGATAWAY LC U15 (PA),6,5,,,,35409
171,07/20/2013,01:50 PM,9,U15A-1,1,BROTHERHOOD U15 (NJ),9,5,,,,35410
172,07/20/2013,01:50 PM,10,U15A-1,1,LEADING EDGE 2018 (NJ),10,5,,,,35411
172,07/20/2013,01:50 PM,10,U15A-1,1,LI PARK DISTRICT SELECT (NY),4,4,,,,35412
173,07/20/2013,01:50 PM,11,U15A-1,1,BUCKS 2017 - MITHOEFER (PA),7,4,,,,35413
173,07/20/2013,01:50 PM,11,U15A-1,1,LEADING EDGE SOUTH (NJ),8,1,,,,35414
174,07/20/2013,01:50 PM,12,U15A-1,1,BLACK BEAR ORANGE (PA),5,3,,,,35415
174,07/20/2013,01:50 PM,12,U15A-1,1,BLACK DOG LEGACY (PA),4,4,,,,35416
175,07/20/2013,01:50 PM,13,U15A-1,1,BURN 'EM LACROSSE (NY),10,5,,,,35417
175,07/20/2013,01:50 PM,13,U15A-1,1,HOUSTON HOULAGUNS (TX),3,5,,,,35418
176,07/20/2013,01:50 PM,14,U15A-2,1,LEHIGH VALLEY STEAM (PA),4,5,,,,35419
176,07/20/2013,01:50 PM,14,U15A-2,1,FEVER 2017 (PA),13,5,,,,35420
177,07/20/2013,01:50 PM,15,U15A-2,1,TEAM TURNPIKE EXIT 8 (NJ),3,5,,,,35421
177,07/20/2013,01:50 PM,15,U15A-2,1,TWIST (PA),5,5,,,,35422
178,07/20/2013,01:50 PM,16,U15A-2,1,MAIN LINE LACROSSE U15 (PA),10,5,,,,35423
178,07/20/2013,01:50 PM,16,U15A-2,1,TEAM TOTAL U15 (MI),3,5,,,,35424
179,07/20/2013,01:50 PM,17,U15A-2,1,TRI-STATE U15 GOLD (NJ),9,5,,,,35425
179,07/20/2013,01:50 PM,17,U15A-2,1,WOLFPACK (MD),4,3,,,,35426
180,07/20/2013,01:50 PM,18,U13B-1,1,380 LACROSSE U-13 BLACK (PA),8,5,,,,35427
180,07/20/2013,01:50 PM,18,U13B-1,1,BROTHERHOOD 5TH/6TH (NJ),2,5,,,,35428
181,07/20/2013,01:50 PM,19,U13B-1,1,BLA SELECT (NY),1,5,,,,35429
181,07/20/2013,01:50 PM,19,U13B-1,1,BLACK BEAR GWYNEDD (PA),10,5,,,,35430
182,07/20/2013,01:50 PM,20,U13B-1,1,TEAM 91 2019 WHITE (NY),8,5,,,,35431
182,07/20/2013,01:50 PM,20,U13B-1,1,BERKS RAPTORS (PA),1,5,,,,35432
183,07/20/2013,01:50 PM,21,U13B-1,1,SOUTHSHORE ORANGE (NJ),6,5,,,,35433
183,07/20/2013,01:50 PM,21,U13B-1,1,VA LAX TEAM RECON-13 (VA),4,5,,,,35434
184,07/20/2013,01:50 PM,22,VARB-3 & 4,1,ARROWHEAD (PA),1,5,,,,35435
184,07/20/2013,01:50 PM,22,VARB-3 & 4,1,PENNCREST HIGH SCHOOL (PA),7,4,,,,35436
185,07/20/2013,01:50 PM,23,VARB-3 & 4,1,TEAM TOTAL VARSITY (MI),8,4,,,,35437
185,07/20/2013,01:50 PM,23,VARB-3 & 4,1,LOW AND AWAY U19 (PA),2,4,,,,35438
186,07/20/2013,01:50 PM,24,VARB-3 & 4,1,TROJANS HS B (PA),4,5,,,,35439
186,07/20/2013,01:50 PM,24,VARB-3 & 4,1,TEAM SMITHTOWN (NY),6,5,,,,35440
187,07/20/2013,01:50 PM,25,JVA-1 & 2,1,2016 BLACK (NJ),7,5,,,,35441
187,07/20/2013,01:50 PM,25,JVA-1 & 2,1,BUFFALO RISING SOPHS (NY),1,5,,,,35442
188,07/20/2013,01:50 PM,26,JVA-1 & 2,1,MUCKDAWGS (PA),1,5,,,,35443
188,07/20/2013,01:50 PM,26,JVA-1 & 2,1,BLACK BEAR 2016 (PA),12,5,,,,35444
189,07/20/2013,01:50 PM,27,JVA-1 & 2,1,EDGE 2016 RED (ON),9,4,,,,35445
189,07/20/2013,01:50 PM,27,JVA-1 & 2,1,CASH COWS SELECT (MI),2,4,,,,35446
190,07/20/2013,02:40 PM,1,U13AA,1,BALTIMORE BREAKERS U13AA (MD),12,5,,,,35447
190,07/20/2013,02:40 PM,1,U13AA,1,LEADING EDGE 2019 (NJ),3,5,,,,35448
191,07/20/2013,02:40 PM,2,U13AA,1,SOUTHSHORE CAROLINA (NJ),1,5,,,,35449
191,07/20/2013,02:40 PM,2,U13AA,1,TRI-STATE U13 BLACK (NJ),7,5,,,,35450
192,07/20/2013,02:40 PM,3,U13AA,1,DUKES HHH (PA),3,5,,,,35451
192,07/20/2013,02:40 PM,3,U13AA,1,"SUPERSTAR 365 ""2018"" (CT)",6,5,,,,35452
193,07/20/2013,02:40 PM,4,U13AA,1,TEAM 91 2018 ORANGE (NY),16,5,,,,35453
193,07/20/2013,02:40 PM,4,U13AA,1,TEAM TURNPIKE EXIT 7 (NJ),0,5,,,,35454
194,07/20/2013,02:40 PM,5,U13A-1,1,BAGGATAWAY U13 BLACK (PA),4,5,,,,35455
194,07/20/2013,02:40 PM,5,U13A-1,1,BLACK BEAR ORANGE (PA),7,5,,,,35456
195,07/20/2013,02:40 PM,6,U13A-1,1,HOUSTON HOULAGUNS (TX),8,5,,,,35457
195,07/20/2013,02:40 PM,6,U13A-1,1,BURN 'EM LACROSSE (NY),7,5,,,,35458
196,07/20/2013,02:40 PM,7,U13A-1,1,EDGE ELITE 2019 WHITE (ON),7,5,,,,35459
196,07/20/2013,02:40 PM,7,U13A-1,1,BROTHERHOOD U13 (NJ),6,5,,,,35460
197,07/20/2013,02:40 PM,8,U13A-1,1,BUCKS 2019-VENTRESCA (PA),16,5,,,,35461
197,07/20/2013,02:40 PM,8,U13A-1,1,DIP N DUNK (NY),1,5,,,,35462
199,07/20/2013,02:40 PM,10,U13A-2,1,BUCKS 2018 BLACK (PA),2,4,,,,35463
199,07/20/2013,02:40 PM,10,U13A-2,1,LI EXPRESS (NY),6,5,,,,35464
200,07/20/2013,02:40 PM,11,U13A-2,1,LEHIGH VALLEY STEAM (PA),1,5,,,,35465
200,07/20/2013,02:40 PM,11,U13A-2,1,TWIST (PA),7,5,,,,35466
201,07/20/2013,02:40 PM,12,U13A-2,1,LEADING EDGE 2020 (NJ),2,5,,,,35467
201,07/20/2013,02:40 PM,12,U13A-2,1,MAIN LINE LACROSSE U13 (PA),8,5,,,,35468
202,07/20/2013,02:40 PM,13,U13A-2,1,STEPS FUTURES 2019 (NJ),6,5,,,,35469
202,07/20/2013,02:40 PM,13,U13A-2,1,WARD MELVILLE 2018 (NY),5,5,,,,35470
203,07/20/2013,02:40 PM,14,U15B-4,1,TOP SIDE SNIPERS BLACK (NY),3,5,,,,35471
203,07/20/2013,02:40 PM,14,U15B-4,1,LV  BLUE (PA),4,5,,,,35472
204,07/20/2013,02:40 PM,15,U15B-4,1,TRUE BLUE 2017 WHITE (NY),4,5,,,,35473
204,07/20/2013,02:40 PM,15,U15B-4,1,FUSION TSL GOLD (NC),5,5,,,,35474
205,07/20/2013,02:40 PM,16,U15B-4,1,TRI-STATE U15 GREEN (NJ),4,4,,,,35475
205,07/20/2013,02:40 PM,16,U15B-4,1,BLACK BEAR BLUE (PA),3,5,,,,35476
206,07/20/2013,02:40 PM,17,U15B-4,1,TRUE PITTSBURGH U15 (PA),6,5,,,,35477
206,07/20/2013,02:40 PM,17,U15B-4,1,WOLFPACK - WHITE (MD),2,4,,,,35478
207,07/20/2013,02:40 PM,18,U13B-2,1,BAGGATAWAY LC U13 GOLD (PA),12,5,,,,35479
207,07/20/2013,02:40 PM,18,U13B-2,1,GRIP-IT N' RIP-IT CAROLINA (NY),3,5,,,,35480
208,07/20/2013,02:40 PM,19,U13B-2,1,LEADING EDGE SOUTH (NJ),5,5,,,,35481
208,07/20/2013,02:40 PM,19,U13B-2,1,LV LIGHTNING WHITE (PA),4,5,,,,35482
209,07/20/2013,02:40 PM,20,U13B-2,1,BLACK BEAR BLUE (PA),2,5,,,,35483
209,07/20/2013,02:40 PM,20,U13B-2,1,TOP SIDE SNIPERS BLUE (NY),4,5,,,,35484
210,07/20/2013,02:40 PM,21,U13B-2,1,LV LIGHTNING BLUE (PA),1,5,,,,35485
210,07/20/2013,02:40 PM,21,U13B-2,1,LOONEY'S 2019 ORANGE (MD),5,5,,,,35486
211,07/20/2013,02:40 PM,22,VARB-3 & 4,1,PROVIDENCE ROAD (PA),6,5,,,,35487
211,07/20/2013,02:40 PM,22,VARB-3 & 4,1,MUCKDAWGS (PA),4,5,,,,35488
212,07/20/2013,02:40 PM,23,VARB-3 & 4,1,NOR'EASTER (NJ),0,5,,,,35489
212,07/20/2013,02:40 PM,23,VARB-3 & 4,1,VA LAX TEAM RECON (VA),10,5,,,,35490
213,07/20/2013,02:40 PM,24,VARB-3 & 4,1,PITLAX U17 GREY (PA),3,5,,,,35491
213,07/20/2013,02:40 PM,24,VARB-3 & 4,1,TOP SIDE SNIPERS (NY),7,5,,,,35492
214,07/20/2013,02:40 PM,25,JVA-1 & 2,1,TRUE LACROSSE 2016 (PA),5,5,,,,35493
214,07/20/2013,02:40 PM,25,JVA-1 & 2,1,ENDLESS LACROSSE JV (MD),4,5,,,,35494
215,07/20/2013,02:40 PM,26,JVA-1 & 2,1,TEAM TOTAL JV (MI),2,5,,,,35495
215,07/20/2013,02:40 PM,26,JVA-1 & 2,1,BUCKS 2016-HOGAN (PA),8,5,,,,35496
216,07/20/2013,02:40 PM,27,JVA-1 & 2,1,NJ RIOT 2016 (NJ),3,5,,,,35497
216,07/20/2013,02:40 PM,27,JVA-1 & 2,1,MAIN LINE LAX 2015-2016 (PA),4,5,,,,35498
217,07/20/2013,03:30 PM,1,U13B-3 & 4,2,TRI-STATE U13 WHITE (NJ),10,5,,,,35499
217,07/20/2013,03:30 PM,1,U13B-3 & 4,2,ROCK'EM LACROSSE (PA) 3,1,3,,,,35500
218,07/20/2013,03:30 PM,2,U13B-3 & 4,2,MUCKDAWGS (PA),0,5,,,,35501
218,07/20/2013,03:30 PM,2,U13B-3 & 4,2,TEAM TURNPIKE EXIT 6 (NJ),11,5,,,,35502
219,07/20/2013,03:30 PM,3,U13B-3 & 4,2,RISING SONS 2019 (PA),10,5,,,,35503
219,07/20/2013,03:30 PM,3,U13B-3 & 4,2,380 LACROSSE U-13 GREEN (PA),0,5,,,,35504
220,07/20/2013,03:30 PM,4,U13B-3 & 4,2,TRI-STATE U13 GOLD (NJ),9,5,,,,35505
220,07/20/2013,03:30 PM,4,U13B-3 & 4,2,TOP SIDE SNIPERS 5/6 (NY),3,5,,,,35506
221,07/20/2013,03:30 PM,5,U11A,2,LOONEY'S 2020 ORANGE (MD),8,5,,,,35507
221,07/20/2013,03:30 PM,5,U11A,2,BUCKS SELECT 2020-GRAY (PA),1,5,,,,35508
222,07/20/2013,03:30 PM,6,U11A,2,LV STEAM MAROON (PA),4,3,,,,35509
222,07/20/2013,03:30 PM,6,U11A,2,TEAM TURNPIKE EXIT 5 (NJ),5,3,,,,35510
223,07/20/2013,03:30 PM,7,U11A,2,BURN 'EM LACROSSE (NY),6,5,,,,35511
223,07/20/2013,03:30 PM,7,U11A,2,STEPS FUTURES 2020 (NJ),4,5,,,,35512
224,07/20/2013,03:30 PM,8,U11A,2,RISING SONS 2020 (PA),3,5,,,,35513
224,07/20/2013,03:30 PM,8,U11A,2,TRI-STATE U11 BLACK (NJ),3,5,,,,35514
225,07/20/2013,03:30 PM,9,U15A-1,2,BROTHERHOOD U15 (NJ),7,5,,,,35515
225,07/20/2013,03:30 PM,9,U15A-1,2,LEADING EDGE 2018 (NJ),3,5,,,,35516
226,07/20/2013,03:30 PM,10,U15A-1,2,LI PARK DISTRICT SELECT (NY),4,5,,,,35517
226,07/20/2013,03:30 PM,10,U15A-1,2,BUCKS 2017 - MITHOEFER (PA),8,4,,,,35518
227,07/20/2013,03:30 PM,11,U15A-1,2,BLACK BEAR ORANGE (PA),7,5,,,,35519
227,07/20/2013,03:30 PM,11,U15A-1,2,BAGGATAWAY LC U15 (PA),5,5,,,,35520
228,07/20/2013,03:30 PM,12,U15A-1,2,BURN 'EM LACROSSE (NY),9,4,,,,35521
228,07/20/2013,03:30 PM,12,U15A-1,2,BLACK DOG LEGACY (PA),7,2,,,,35522
229,07/20/2013,03:30 PM,13,U15A-1,2,LEADING EDGE SOUTH (NJ),3,5,,,,35523
229,07/20/2013,03:30 PM,13,U15A-1,2,HOUSTON HOULAGUNS (TX),4,5,,,,35524
230,07/20/2013,03:30 PM,14,U15A-2,2,TEAM TURNPIKE EXIT 8 (NJ),3,3,,,,35525
230,07/20/2013,03:30 PM,14,U15A-2,2,FEVER 2017 (PA),3,3,,,,35526
231,07/20/2013,03:30 PM,15,U15A-2,2,TWIST (PA),8,5,,,,35527
231,07/20/2013,03:30 PM,15,U15A-2,2,LEHIGH VALLEY STEAM (PA),2,1,,,,35528
232,07/20/2013,03:30 PM,16,U15A-2,2,TRI-STATE U15 GOLD (NJ),11,4,,,,35529
232,07/20/2013,03:30 PM,16,U15A-2,2,TEAM TOTAL U15 (MI),3,5,,,,35530
233,07/20/2013,03:30 PM,17,U15A-2,2,WOLFPACK (MD),4,3,,,,35531
233,07/20/2013,03:30 PM,17,U15A-2,2,MAIN LINE LACROSSE U15 (PA),9,5,,,,35532
234,07/20/2013,03:30 PM,18,U13B-1,2,BROTHERHOOD 5TH/6TH (NJ),7,5,,,,35533
234,07/20/2013,03:30 PM,18,U13B-1,2,BLA SELECT (NY),6,5,,,,35534
235,07/20/2013,03:30 PM,19,U13B-1,2,380 LACROSSE U-13 BLACK (PA),5,5,,,,35535
235,07/20/2013,03:30 PM,19,U13B-1,2,BLACK BEAR GWYNEDD (PA),8,5,,,,35536
236,07/20/2013,03:30 PM,20,U13B-1,2,BERKS RAPTORS (PA),7,5,,,,35537
236,07/20/2013,03:30 PM,20,U13B-1,2,SOUTHSHORE ORANGE (NJ),3,5,,,,35538
237,07/20/2013,03:30 PM,21,U13B-1,2,TEAM 91 2019 WHITE (NY),12,5,,,,35539
237,07/20/2013,03:30 PM,21,U13B-1,2,VA LAX TEAM RECON-13 (VA),0,5,,,,35540
238,07/20/2013,03:30 PM,22,VARB-3 & 4,2,PENNCREST HIGH SCHOOL (PA),8,5,,,,35541
238,07/20/2013,03:30 PM,22,VARB-3 & 4,2,TEAM TOTAL VARSITY (MI),3,5,,,,35542
239,07/20/2013,03:30 PM,23,VARB-3 & 4,2,LOW AND AWAY U19 (PA),3,5,,,,35543
239,07/20/2013,03:30 PM,23,VARB-3 & 4,2,TROJANS HS B (PA),5,5,,,,35544
240,07/20/2013,03:30 PM,24,VARB-3 & 4,2,TEAM SMITHTOWN (NY),10,5,,,,35545
240,07/20/2013,03:30 PM,24,VARB-3 & 4,2,ARROWHEAD (PA),2,5,,,,35546
241,07/20/2013,03:30 PM,25,JVA-1 & 2,2,BUFFALO RISING SOPHS (NY),6,5,,,,35547
241,07/20/2013,03:30 PM,25,JVA-1 & 2,2,MUCKDAWGS (PA),0,4,,,,35548
242,07/20/2013,03:30 PM,26,JVA-1 & 2,2,BLACK BEAR 2016 (PA),1,5,,,,35549
242,07/20/2013,03:30 PM,26,JVA-1 & 2,2,EDGE 2016 RED (ON),6,5,,,,35550
243,07/20/2013,03:30 PM,27,JVA-1 & 2,2,CASH COWS SELECT (MI),3,5,,,,35551
243,07/20/2013,03:30 PM,27,JVA-1 & 2,2,2016 BLACK (NJ),6,5,,,,35552
244,07/20/2013,04:20 PM,1,U13AA,2,SOUTHSHORE CAROLINA (NJ),8,5,,,,35553
244,07/20/2013,04:20 PM,1,U13AA,2,LEADING EDGE 2019 (NJ),3,5,,,,35554
245,07/20/2013,04:20 PM,2,U13AA,2,TRI-STATE U13 BLACK (NJ),4,2,,,,35555
245,07/20/2013,04:20 PM,2,U13AA,2,BALTIMORE BREAKERS U13AA (MD),3,3,,,,35556
246,07/20/2013,04:20 PM,3,U13AA,2,TEAM 91 2018 ORANGE (NY),6,5,,,,35557
246,07/20/2013,04:20 PM,3,U13AA,2,"SUPERSTAR 365 ""2018"" (CT)",3,5,,,,35558
247,07/20/2013,04:20 PM,4,U13AA,2,TEAM TURNPIKE EXIT 7 (NJ),1,5,,,,35559
247,07/20/2013,04:20 PM,4,U13AA,2,DUKES HHH (PA),10,5,,,,35560
248,07/20/2013,04:20 PM,5,U13A-1,2,HOUSTON HOULAGUNS (TX),5,5,,,,35561
248,07/20/2013,04:20 PM,5,U13A-1,2,BLACK BEAR ORANGE (PA),4,5,,,,35562
249,07/20/2013,04:20 PM,6,U13A-1,2,BURN 'EM LACROSSE (NY),5,5,,,,35563
249,07/20/2013,04:20 PM,6,U13A-1,2,BAGGATAWAY U13 BLACK (PA),8,5,,,,35564
250,07/20/2013,04:20 PM,7,U13A-1,2,BUCKS 2019-VENTRESCA (PA),6,1,,,,35565
250,07/20/2013,04:20 PM,7,U13A-1,2,BROTHERHOOD U13 (NJ),5,5,,,,35566
251,07/20/2013,04:20 PM,8,U13A-1,2,DIP N DUNK (NY),2,5,,,,35567
251,07/20/2013,04:20 PM,8,U13A-1,2,EDGE ELITE 2019 WHITE (ON),8,5,,,,35568
253,07/20/2013,04:20 PM,10,U13A-2,2,LEHIGH VALLEY STEAM (PA),2,5,,,,35569
253,07/20/2013,04:20 PM,10,U13A-2,2,LI EXPRESS (NY),8,5,,,,35570
254,07/20/2013,04:20 PM,11,U13A-2,2,TWIST (PA),10,5,,,,35571
254,07/20/2013,04:20 PM,11,U13A-2,2,BUCKS 2018 BLACK (PA),4,5,,,,35572
255,07/20/2013,04:20 PM,12,U13A-2,2,STEPS FUTURES 2019 (NJ),6,5,,,,35573
255,07/20/2013,04:20 PM,12,U13A-2,2,MAIN LINE LACROSSE U13 (PA),1,5,,,,35574
256,07/20/2013,04:20 PM,13,U13A-2,2,WARD MELVILLE 2018 (NY),8,5,,,,35575
256,07/20/2013,04:20 PM,13,U13A-2,2,LEADING EDGE 2020 (NJ),2,5,,,,35576
