Game,Date,Time,Field,Bracket,Round,Team,Game Score,Sportsmanship Rating,Sportsmanship Notes,Ref Rating,Ref Rating Notes,EH ID
257,07/20/2013,04:20 PM,14,U15B-4,2,TRUE BLUE 2017 WHITE (NY),6,2,,,,35577
257,07/20/2013,04:20 PM,14,U15B-4,2,LV  BLUE (PA),5,5,,,,35578
258,07/20/2013,04:20 PM,15,U15B-4,2,FUSION TSL GOLD (NC),5,2,,,,35579
258,07/20/2013,04:20 PM,15,U15B-4,2,TOP SIDE SNIPERS BLACK (NY),3,5,,,,35580
259,07/20/2013,04:20 PM,16,U15B-4,2,TRUE PITTSBURGH U15 (PA),3,4,,,,35581
259,07/20/2013,04:20 PM,16,U15B-4,2,BLACK BEAR BLUE (PA),6,5,,,,35582
260,07/20/2013,04:20 PM,17,U15B-4,2,WOLFPACK - WHITE (MD),3,2,,,,35583
260,07/20/2013,04:20 PM,17,U15B-4,2,TRI-STATE U15 GREEN (NJ),6,4,,,,35584
261,07/20/2013,04:20 PM,18,U13B-2,2,LEADING EDGE SOUTH (NJ),5,5,,,,35585
261,07/20/2013,04:20 PM,18,U13B-2,2,GRIP-IT N' RIP-IT CAROLINA (NY),1,5,,,,35586
262,07/20/2013,04:20 PM,19,U13B-2,2,LV LIGHTNING WHITE (PA),8,5,,,,35587
262,07/20/2013,04:20 PM,19,U13B-2,2,BAGGATAWAY LC U13 GOLD (PA),5,3,,,,35588
263,07/20/2013,04:20 PM,20,U13B-2,2,LV LIGHTNING BLUE (PA),1,5,,,,35589
263,07/20/2013,04:20 PM,20,U13B-2,2,TOP SIDE SNIPERS BLUE (NY),7,5,,,,35590
264,07/20/2013,04:20 PM,21,U13B-2,2,LOONEY'S 2019 ORANGE (MD),8,5,,,,35591
264,07/20/2013,04:20 PM,21,U13B-2,2,BLACK BEAR BLUE (PA),1,5,,,,35592
265,07/20/2013,04:20 PM,22,VARB-3 & 4,2,PROVIDENCE ROAD (PA),6,5,,,,35593
265,07/20/2013,04:20 PM,22,VARB-3 & 4,2,VA LAX TEAM RECON (VA),5,5,,,,35594
266,07/20/2013,04:20 PM,23,VARB-3 & 4,2,TOP SIDE SNIPERS (NY),12,5,,,,35595
266,07/20/2013,04:20 PM,23,VARB-3 & 4,2,NOR'EASTER (NJ),0,5,,,,35596
267,07/20/2013,04:20 PM,24,VARB-3 & 4,2,MUCKDAWGS (PA),9,5,,,,35597
267,07/20/2013,04:20 PM,24,VARB-3 & 4,2,PITLAX U17 GREY (PA),1,5,,,,35598
268,07/20/2013,04:20 PM,25,JVA-1 & 2,2,TEAM TOTAL JV (MI),4,5,,,,35599
268,07/20/2013,04:20 PM,25,JVA-1 & 2,2,ENDLESS LACROSSE JV (MD),5,5,,,,35600
269,07/20/2013,04:20 PM,26,JVA-1 & 2,2,NJ RIOT 2016 (NJ),6,5,,,,35601
269,07/20/2013,04:20 PM,26,JVA-1 & 2,2,BUCKS 2016-HOGAN (PA),2,5,,,,35602
270,07/20/2013,04:20 PM,27,JVA-1 & 2,2,TRUE LACROSSE 2016 (PA),2,5,,,,35603
270,07/20/2013,04:20 PM,27,JVA-1 & 2,2,MAIN LINE LAX 2015-2016 (PA),7,5,,,,35604
271,07/20/2013,05:10 PM,1,U13B-3 & 4,3,ROCK'EM LACROSSE (PA) 4,5,5,,,,35605
271,07/20/2013,05:10 PM,1,U13B-3 & 4,3,MUCKDAWGS (PA),7,5,,,,35606
272,07/20/2013,05:10 PM,2,U13B-3 & 4,3,TRI-STATE U13 WHITE (NJ),5,5,,,,35607
272,07/20/2013,05:10 PM,2,U13B-3 & 4,3,TEAM TURNPIKE EXIT 6 (NJ),4,4,,,,35608
273,07/20/2013,05:10 PM,3,U13B-3 & 4,3,380 LACROSSE U-13 GREEN (PA),0,5,,,,35609
273,07/20/2013,05:10 PM,3,U13B-3 & 4,3,TRI-STATE U13 GOLD (NJ),12,5,,,,35610
274,07/20/2013,05:10 PM,4,U13B-3 & 4,3,TOP SIDE SNIPERS 5/6 (NY),6,5,,,,35611
274,07/20/2013,05:10 PM,4,U13B-3 & 4,3,RISING SONS 2019 (PA),9,5,,,,35612
275,07/20/2013,05:10 PM,5,U11A,3,BUCKS SELECT 2020-GRAY (PA),5,5,,,,35613
275,07/20/2013,05:10 PM,5,U11A,3,LV STEAM MAROON (PA),4,5,,,,35614
276,07/20/2013,05:10 PM,6,U11A,3,TEAM TURNPIKE EXIT 5 (NJ),2,4,,,,35615
276,07/20/2013,05:10 PM,6,U11A,3,LOONEY'S 2020 ORANGE (MD),10,5,,,,35616
277,07/20/2013,05:10 PM,7,U11A,3,STEPS FUTURES 2020 (NJ),4,5,,,,35617
277,07/20/2013,05:10 PM,7,U11A,3,RISING SONS 2020 (PA),7,5,,,,35618
278,07/20/2013,05:10 PM,8,U11A,3,TRI-STATE U11 BLACK (NJ),6,5,,,,35619
278,07/20/2013,05:10 PM,8,U11A,3,BURN 'EM LACROSSE (NY),4,5,,,,35620
279,07/20/2013,05:10 PM,9,U15A-1,3,LI PARK DISTRICT SELECT (NY),2,3,,,,35621
279,07/20/2013,05:10 PM,9,U15A-1,3,BAGGATAWAY LC U15 (PA),9,5,,,,35622
280,07/20/2013,05:10 PM,10,U15A-1,3,BUCKS 2017 - MITHOEFER (PA),3,4,,,,35623
280,07/20/2013,05:10 PM,10,U15A-1,3,BROTHERHOOD U15 (NJ),5,5,,,,35624
281,07/20/2013,05:10 PM,11,U15A-1,3,BURN 'EM LACROSSE (NY),7,2,,,,35625
281,07/20/2013,05:10 PM,11,U15A-1,3,LEADING EDGE 2018 (NJ),3,5,,,,35626
282,07/20/2013,05:10 PM,12,U15A-1,3,HOUSTON HOULAGUNS (TX),5,5,,,,35627
282,07/20/2013,05:10 PM,12,U15A-1,3,BLACK BEAR ORANGE (PA),3,5,,,,35628
283,07/20/2013,05:10 PM,13,U15A-1,3,LEADING EDGE SOUTH (NJ),1,4,,,,35629
283,07/20/2013,05:10 PM,13,U15A-1,3,BLACK DOG LEGACY (PA),11,4,,,,35630
284,07/20/2013,05:10 PM,14,U15A-2,3,TEAM TURNPIKE EXIT 8 (NJ),12,5,,,,35631
284,07/20/2013,05:10 PM,14,U15A-2,3,LEHIGH VALLEY STEAM (PA),2,5,,,,35632
285,07/20/2013,05:10 PM,15,U15A-2,3,TWIST (PA),1,5,,,,35633
285,07/20/2013,05:10 PM,15,U15A-2,3,FEVER 2017 (PA),6,5,,,,35634
286,07/20/2013,05:10 PM,16,U15A-2,3,TRI-STATE U15 GOLD (NJ),7,5,,,,35635
286,07/20/2013,05:10 PM,16,U15A-2,3,MAIN LINE LACROSSE U15 (PA),8,5,,,,35636
287,07/20/2013,05:10 PM,17,U15A-2,3,WOLFPACK (MD),11,4,,,,35637
287,07/20/2013,05:10 PM,17,U15A-2,3,TEAM TOTAL U15 (MI),4,3,,,,35638
288,07/20/2013,05:10 PM,18,U13B-1,3,380 LACROSSE U-13 BLACK (PA),8,5,,,,35639
288,07/20/2013,05:10 PM,18,U13B-1,3,BLA SELECT (NY),3,5,,,,35640
289,07/20/2013,05:10 PM,19,U13B-1,3,BROTHERHOOD 5TH/6TH (NJ),2,5,,,,35641
289,07/20/2013,05:10 PM,19,U13B-1,3,BLACK BEAR GWYNEDD (PA),5,3,,,,35642
290,07/20/2013,05:10 PM,20,U13B-1,3,TEAM 91 2019 WHITE (NY),10,5,,,,35643
290,07/20/2013,05:10 PM,20,U13B-1,3,SOUTHSHORE ORANGE (NJ),0,5,,,,35644
291,07/20/2013,05:10 PM,21,U13B-1,3,BERKS RAPTORS (PA),10,5,,,,35645
291,07/20/2013,05:10 PM,21,U13B-1,3,VA LAX TEAM RECON-13 (VA),2,5,,,,35646
292,07/20/2013,05:10 PM,22,VARB-3 & 4,3,TEAM TOTAL VARSITY (MI),9,5,,,,35647
292,07/20/2013,05:10 PM,22,VARB-3 & 4,3,ARROWHEAD (PA),5,5,,,,35648
293,07/20/2013,05:10 PM,23,VARB-3 & 4,3,TROJANS HS B (PA),2,5,,,,35649
293,07/20/2013,05:10 PM,23,VARB-3 & 4,3,PENNCREST HIGH SCHOOL (PA),12,5,,,,35650
294,07/20/2013,05:10 PM,24,VARB-3 & 4,3,TEAM SMITHTOWN (NY),9,5,,,,35651
294,07/20/2013,05:10 PM,24,VARB-3 & 4,3,LOW AND AWAY U19 (PA),5,5,,,,35652
295,07/20/2013,05:10 PM,25,JVA-1 & 2,3,MUCKDAWGS (PA),1,5,,,,35653
295,07/20/2013,05:10 PM,25,JVA-1 & 2,3,2016 BLACK (NJ),11,5,,,,35654
296,07/20/2013,05:10 PM,26,JVA-1 & 2,3,EDGE 2016 RED (ON),9,4,,,,35655
296,07/20/2013,05:10 PM,26,JVA-1 & 2,3,BUFFALO RISING SOPHS (NY),3,5,,,,35656
297,07/20/2013,05:10 PM,27,JVA-1 & 2,3,CASH COWS SELECT (MI),4,5,,,,35657
297,07/20/2013,05:10 PM,27,JVA-1 & 2,3,BLACK BEAR 2016 (PA),7,5,,,,35658
298,07/20/2013,06:00 PM,1,U13AA,3,SOUTHSHORE CAROLINA (NJ),3,5,,,,35659
298,07/20/2013,06:00 PM,1,U13AA,3,BALTIMORE BREAKERS U13AA (MD),7,5,,,,35660
299,07/20/2013,06:00 PM,2,U13AA,3,TRI-STATE U13 BLACK (NJ),8,4,,,,35661
299,07/20/2013,06:00 PM,2,U13AA,3,LEADING EDGE 2019 (NJ),3,3,,,,35662
300,07/20/2013,06:00 PM,3,U13AA,3,TEAM 91 2018 ORANGE (NY),6,5,,,,35663
300,07/20/2013,06:00 PM,3,U13AA,3,DUKES HHH (PA),7,5,,,,35664
301,07/20/2013,06:00 PM,4,U13AA,3,TEAM TURNPIKE EXIT 7 (NJ),2,2,,,,35665
301,07/20/2013,06:00 PM,4,U13AA,3,"SUPERSTAR 365 ""2018"" (CT)",11,5,,,,35666
302,07/20/2013,06:00 PM,5,U13A-1,3,HOUSTON HOULAGUNS (TX),9,5,,,,35667
302,07/20/2013,06:00 PM,5,U13A-1,3,BAGGATAWAY U13 BLACK (PA),2,5,,,,35668
303,07/20/2013,06:00 PM,6,U13A-1,3,BURN 'EM LACROSSE (NY),6,4,,,,35669
303,07/20/2013,06:00 PM,6,U13A-1,3,BLACK BEAR ORANGE (PA),8,3,,,,35670
304,07/20/2013,06:00 PM,7,U13A-1,3,EDGE ELITE 2019 WHITE (ON),1,5,,,,35672
304,07/20/2013,06:00 PM,7,U13A-1,3,BUCKS 2019-VENTRESCA (PA),0,1,,,,35671
305,07/20/2013,06:00 PM,8,U13A-1,3,DIP N DUNK (NY),0,5,,,,35673
305,07/20/2013,06:00 PM,8,U13A-1,3,BROTHERHOOD U13 (NJ),8,5,,,,35674
307,07/20/2013,06:00 PM,10,U13A-2,3,LEHIGH VALLEY STEAM (PA),4,5,,,,35675
307,07/20/2013,06:00 PM,10,U13A-2,3,BUCKS 2018 BLACK (PA),2,5,,,,35676
308,07/20/2013,06:00 PM,11,U13A-2,3,TWIST (PA),5,5,,,,35677
308,07/20/2013,06:00 PM,11,U13A-2,3,LI EXPRESS (NY),2,3,,,,35678
309,07/20/2013,06:00 PM,12,U13A-2,3,STEPS FUTURES 2019 (NJ),8,5,,,,35679
309,07/20/2013,06:00 PM,12,U13A-2,3,LEADING EDGE 2020 (NJ),1,2,,,,35680
310,07/20/2013,06:00 PM,13,U13A-2,3,WARD MELVILLE 2018 (NY),5,5,,,,35681
310,07/20/2013,06:00 PM,13,U13A-2,3,MAIN LINE LACROSSE U13 (PA),1,5,,,,35682
311,07/20/2013,06:00 PM,14,U15B-4,3,TRUE BLUE 2017 WHITE (NY),5,5,,,,35683
311,07/20/2013,06:00 PM,14,U15B-4,3,TOP SIDE SNIPERS BLACK (NY),4,1,,,,35684
312,07/20/2013,06:00 PM,15,U15B-4,3,FUSION TSL GOLD (NC),7,5,,,,35685
312,07/20/2013,06:00 PM,15,U15B-4,3,LV  BLUE (PA),5,5,,,,35686
313,07/20/2013,06:00 PM,16,U15B-4,3,TRUE PITTSBURGH U15 (PA),6,4,,,,35687
313,07/20/2013,06:00 PM,16,U15B-4,3,TRI-STATE U15 GREEN (NJ),1,3,,,,35688
314,07/20/2013,06:00 PM,17,U15B-4,3,WOLFPACK - WHITE (MD),0,1,,,,35689
314,07/20/2013,06:00 PM,17,U15B-4,3,BLACK BEAR BLUE (PA),5,4,,,,35690
315,07/20/2013,06:00 PM,18,U13B-2,3,LEADING EDGE SOUTH (NJ),5,4,,,,35691
315,07/20/2013,06:00 PM,18,U13B-2,3,BAGGATAWAY LC U13 GOLD (PA),4,5,,,,35692
316,07/20/2013,06:00 PM,19,U13B-2,3,LV LIGHTNING WHITE (PA),10,5,,,,35693
316,07/20/2013,06:00 PM,19,U13B-2,3,GRIP-IT N' RIP-IT CAROLINA (NY),2,5,,,,35694
317,07/20/2013,06:00 PM,20,U13B-2,3,LV LIGHTNING BLUE (PA),7,5,,,,35695
317,07/20/2013,06:00 PM,20,U13B-2,3,BLACK BEAR BLUE (PA),4,5,,,,35696
318,07/20/2013,06:00 PM,21,U13B-2,3,LOONEY'S 2019 ORANGE (MD),5,5,,,,35697
318,07/20/2013,06:00 PM,21,U13B-2,3,TOP SIDE SNIPERS BLUE (NY),4,4,,,,35698
319,07/20/2013,06:00 PM,22,VARB-3 & 4,3,VA LAX TEAM RECON (VA),8,3,,,,35699
319,07/20/2013,06:00 PM,22,VARB-3 & 4,3,MUCKDAWGS (PA),3,3,,,,35700
320,07/20/2013,06:00 PM,23,VARB-3 & 4,3,TOP SIDE SNIPERS (NY),7,5,,,,35701
320,07/20/2013,06:00 PM,23,VARB-3 & 4,3,PROVIDENCE ROAD (PA),6,5,,,,35702
321,07/20/2013,06:00 PM,24,VARB-3 & 4,3,PITLAX U17 GREY (PA),8,5,,,,35703
321,07/20/2013,06:00 PM,24,VARB-3 & 4,3,NOR'EASTER (NJ),4,5,,,,35704
322,07/20/2013,06:00 PM,25,JVA-1 & 2,3,TEAM TOTAL JV (MI),3,5,,,,35705
322,07/20/2013,06:00 PM,25,JVA-1 & 2,3,TRUE LACROSSE 2016 (PA),2,5,,,,35706
323,07/20/2013,06:00 PM,26,JVA-1 & 2,3,NJ RIOT 2016 (NJ),10,5,,,,35707
323,07/20/2013,06:00 PM,26,JVA-1 & 2,3,ENDLESS LACROSSE JV (MD),2,5,,,,35708
324,07/20/2013,06:00 PM,27,JVA-1 & 2,3,MAIN LINE LAX 2015-2016 (PA),2,5,,,,35709
324,07/20/2013,06:00 PM,27,JVA-1 & 2,3,BUCKS 2016-HOGAN (PA),6,5,,,,35710
